,ID,O_LON,O_LAT,CLUSTER_LABEL
2050,2050,116.34205,39.975316,cluster1
2054,2054,116.421219,39.957996,cluster4
2060,2060,116.462966,39.9965,cluster21
2064,2064,116.36357,39.97608,cluster1
2066,2066,116.338226,39.888321,cluster27
2069,2069,116.426366,39.987316,cluster3
2070,2070,116.42545,39.935683,cluster4
2072,2072,116.46211,39.98946,cluster21
2074,2074,116.31489,39.88808,cluster2
2075,2075,116.45958,40.00373,cluster26
2076,2076,116.45587,39.94469,cluster4
2077,2077,116.432716,39.945969,cluster4
2079,2079,116.363582,39.975828,cluster1
2080,2080,116.34688,39.92275,cluster12
2082,2082,116.47348,39.90721,cluster14
2086,2086,116.36782,39.86388,cluster13
2087,2087,116.51496,39.91925,cluster22
2088,2088,116.35027,39.9108,cluster12
2090,2090,116.310677,39.885078,cluster2
2092,2092,116.42791,39.907,cluster17
2097,2097,116.45383,39.91052,cluster8
2104,2104,116.445616,39.961283,cluster4
2107,2107,116.350308,39.910215,cluster12
2109,2109,116.31619,39.8951,cluster2
2110,2110,116.608433,40.05305,cluster34
2112,2112,116.38771,39.94535,cluster16
2115,2115,116.34786,39.87089,cluster9
2117,2117,116.37715,39.85553,cluster13
2118,2118,116.389008,39.949501,cluster16
2119,2119,116.343247,39.924904,cluster12
2120,2120,116.47227,39.92819,cluster0
2125,2125,116.471596,39.990215,cluster33
2127,2127,116.38058,39.85979,cluster13
2129,2129,116.46215,39.95061,cluster4
2130,2130,116.34714,39.88434,cluster23
2133,2133,116.437545,39.963855,cluster4
2134,2134,116.35855,39.916516,cluster12
2136,2136,116.316283,39.895266,cluster2
2148,2148,116.481209,39.988232,cluster28
2150,2150,116.41288,39.90698,cluster7
2151,2151,116.34607,39.93857,cluster15
2152,2152,116.35015,39.90304,cluster25
2153,2153,116.43262,39.94581,cluster4
2162,2162,116.359537,39.969187,cluster5
2164,2164,116.46026,39.980435,cluster6
2165,2165,116.44752,39.956605,cluster4
2169,2169,116.35451,39.980405,cluster1
2173,2173,116.43215,39.942033,cluster4
2176,2176,116.350838,39.922525,cluster12
2181,2181,116.45039,39.95958,cluster4
2187,2187,116.315521,39.888424,cluster2
2188,2188,116.38743,39.94969,cluster16
2189,2189,116.369003,39.864048,cluster13
2194,2194,116.377029,39.966637,cluster5
2200,2200,116.3442,39.94286,cluster15
2206,2206,116.34727,39.97508,cluster1
2207,2207,116.350783,39.917253,cluster12
2212,2212,116.347033,39.890816,cluster23
2213,2213,116.46079,39.932243,cluster0
2215,2215,116.33973,39.97514,cluster1
2217,2217,116.41943,39.9414,cluster4
2218,2218,116.341858,39.886663,cluster23
2219,2219,116.4212,39.98223,cluster3
2221,2221,116.44706,39.96745,cluster4
2222,2222,116.36846,39.96684,cluster5
2224,2224,116.322722,39.900097,cluster2
2227,2227,116.365717,39.948223,cluster16
2230,2230,116.4211,39.896,cluster17
2232,2232,116.384983,39.855777,cluster13
2235,2235,116.43003,39.93956,cluster4
2242,2242,116.38161,39.85551,cluster13
2243,2243,116.3181,39.89555,cluster2
2249,2249,116.428613,39.932278,cluster4
2254,2254,116.327057,39.991371,cluster29
2256,2256,116.373347,39.957142,cluster16
2262,2262,116.462743,39.942793,cluster4
2263,2263,116.37278,39.86191,cluster13
2266,2266,116.417976,39.914238,cluster7
2269,2269,116.449616,39.95525,cluster4
2270,2270,116.472453,39.999268,cluster21
2271,2271,116.395116,39.973883,cluster10
2272,2272,116.326657,39.991053,cluster29
2274,2274,116.322866,39.899766,cluster2
2279,2279,116.37864,39.95002,cluster16
2281,2281,116.373741,39.953884,cluster16
2286,2286,116.34771,39.87355,cluster9
2288,2288,116.34323,39.9328,cluster32
2289,2289,116.3678,39.97213,cluster1
2297,2297,116.347633,39.901718,cluster25
2298,2298,116.41844,39.97172,cluster10
2299,2299,116.46722,39.9857,cluster33
2301,2301,116.363302,39.956698,cluster16
2305,2305,116.37245,39.94816,cluster16
2306,2306,116.234192,39.902695,cluster30
2308,2308,116.366699,39.933731,cluster31
2309,2309,116.414157,39.987713,cluster3
2311,2311,116.304578,39.888713,cluster2
2317,2317,116.4618,39.9945,cluster21
2323,2323,116.424728,39.986472,cluster3
2324,2324,116.4111,39.985933,cluster3
2325,2325,116.43237,39.94226,cluster4
2328,2328,116.339445,39.912593,cluster12
2336,2336,116.39045,39.871216,cluster13
2338,2338,116.45829,39.92746,cluster0
2341,2341,116.3467,39.975166,cluster1
2350,2350,116.43223,39.94513,cluster4
2353,2353,116.43473,39.9535,cluster4
2358,2358,116.42146,39.90337,cluster17
2359,2359,116.328507,39.979561,cluster18
2360,2360,116.44146,39.970982,cluster4
2364,2364,116.37977,39.95001,cluster16
2368,2368,116.33185,39.97711,cluster18
2370,2370,116.37445,39.93165,cluster31
2371,2371,116.35375,39.91546,cluster12
2374,2374,116.36747,39.877152,cluster20
2385,2385,116.3581,39.9804,cluster1
2392,2392,116.36445,39.96133,cluster5
2395,2395,116.33267,39.96917,cluster18
2399,2399,116.45893,39.9122,cluster8
2400,2400,116.424866,39.982016,cluster3
2401,2401,116.455185,39.928452,cluster0
2405,2405,116.45082,39.98586,cluster21
2411,2411,116.46179,39.99703,cluster21
2416,2416,116.362655,39.986197,cluster1
2422,2422,116.31933,39.8961,cluster2
2425,2425,116.4339,39.953516,cluster4
2426,2426,116.37702,39.86421,cluster13
2431,2431,116.376066,39.856016,cluster13
2434,2434,116.348873,39.917247,cluster12
2436,2436,116.360566,39.867933,cluster13
2442,2442,116.41938,39.94351,cluster4
2446,2446,116.411433,39.91625,cluster7
2447,2447,116.41227,39.91361,cluster7
2453,2453,116.45137,39.9877,cluster21
2455,2455,116.31537,39.891475,cluster2
2469,2469,116.38941,39.88498,cluster11
2470,2470,116.436705,39.945618,cluster4
2474,2474,116.34059,39.87547,cluster9
2475,2475,116.368248,39.88129,cluster20
2481,2481,116.3471,39.88728,cluster23
2483,2483,116.320766,39.895583,cluster2
2484,2484,116.471666,39.90785,cluster14
2485,2485,116.32038,39.89593,cluster2
2491,2491,116.48144,39.98709,cluster28
2493,2493,116.4612,39.97834,cluster6
2494,2494,116.37242,39.94781,cluster16
2497,2497,116.34667,39.97243,cluster1
2500,2500,116.347511,39.879513,cluster9
2501,2501,116.41189,39.96435,cluster10
2502,2502,116.350116,39.92135,cluster12
2504,2504,116.364383,39.966433,cluster5
2506,2506,116.46283,39.943003,cluster4
2508,2508,116.455466,39.9658,cluster4
2509,2509,116.37479,39.93154,cluster31
2511,2511,116.34722,39.93006,cluster32
2513,2513,116.47575,39.98745,cluster33
2521,2521,116.51733,39.9161,cluster22
2523,2523,116.36616,39.93924,cluster35
2524,2524,116.4048,39.972116,cluster10
2527,2527,116.456566,40.00555,cluster26
2528,2528,116.343307,39.931173,cluster32
2534,2534,116.316215,39.895155,cluster2
2535,2535,116.42192,39.93239,cluster4
2536,2536,116.5198,39.92123,cluster22
2537,2537,116.36674,39.93249,cluster31
2544,2544,116.43528,39.94475,cluster4
2549,2549,116.379425,39.884827,cluster11
2550,2550,116.422235,39.93964,cluster4
2555,2555,116.344303,39.874887,cluster9
2557,2557,116.45651,39.951428,cluster4
2559,2559,116.234436,39.902512,cluster30
2561,2561,116.4567,39.98868,cluster21
2562,2562,116.34755,39.87782,cluster9
2566,2566,116.377966,39.967933,cluster5
2568,2568,116.35939,39.9755,cluster1
2573,2573,116.42962,39.95204,cluster4
2575,2575,116.30546,39.883557,cluster2
2577,2577,116.4363,39.94588,cluster4
2581,2581,116.36535,39.95201,cluster16
2593,2593,116.313004,39.896088,cluster2
2595,2595,116.34065,39.87909,cluster9
2596,2596,116.367249,39.869591,cluster13
2598,2598,116.417229,39.907108,cluster17
2601,2601,116.43029,39.93379,cluster4
2605,2605,116.442,39.97175,cluster4
2607,2607,116.34642,39.90661,cluster12
2608,2608,116.389732,39.961979,cluster10
2609,2609,116.462966,39.99635,cluster21
2610,2610,116.5106,39.91794,cluster22
2612,2612,116.45598,39.90296,cluster8
2613,2613,116.434631,39.920197,cluster19
2614,2614,116.462947,39.930635,cluster0
2615,2615,116.327568,39.974063,cluster18
2622,2622,116.4178,39.896,cluster17
2624,2624,116.45174,39.9995,cluster21
2627,2627,116.31373,39.895187,cluster2
2636,2636,116.434395,39.922554,cluster19
2638,2638,116.460922,39.923063,cluster0
2642,2642,116.414742,39.895706,cluster17
2643,2643,116.346866,39.912416,cluster12
2644,2644,116.472453,39.99909,cluster21
2651,2651,116.442749,39.948013,cluster4
2653,2653,116.4601,39.921966,cluster0
2654,2654,116.449281,39.948315,cluster4
2656,2656,116.333885,39.995613,cluster29
2657,2657,116.46351,39.91225,cluster14
2660,2660,116.424538,39.98592,cluster3
2670,2670,116.314697,39.888046,cluster2
2671,2671,116.3467,39.899233,cluster25
2674,2674,116.45162,39.9684,cluster4
2676,2676,116.38373,39.88372,cluster11
2680,2680,116.45581,39.93235,cluster0
2699,2699,116.428653,39.987567,cluster3
2700,2700,116.31669,39.89497,cluster2
2705,2705,116.41097,39.98529,cluster3
2709,2709,116.44358,39.92566,cluster19
2710,2710,116.434565,39.923338,cluster19
2713,2713,116.353555,39.888137,cluster23
2715,2715,116.46183,39.98938,cluster21
2716,2716,116.36966,39.98077,cluster1
2722,2722,116.456916,39.98505,cluster6
2724,2724,116.404816,39.914902,cluster7
2726,2726,116.3861,39.87939,cluster11
2731,2731,116.376288,39.948918,cluster16
2732,2732,116.342493,39.880905,cluster9
2733,2733,116.46512,39.92914,cluster0
2737,2737,116.466,39.9822,cluster6
2739,2739,116.38245,39.869383,cluster13
2740,2740,116.453857,39.932335,cluster0
2744,2744,116.455145,39.927042,cluster0
2748,2748,116.41885,39.96803,cluster10
2750,2750,116.347393,39.926837,cluster32
2760,2760,116.38041,39.85661,cluster13
2763,2763,116.352198,39.980263,cluster1
2765,2765,116.41911,39.93963,cluster4
2769,2769,116.41075,39.96805,cluster10
2774,2774,116.36551,39.94732,cluster16
2783,2783,116.43342,39.95501,cluster4
2784,2784,116.46111,39.98591,cluster6
2789,2789,116.454627,39.901718,cluster8
2792,2792,116.34637,39.90586,cluster12
2798,2798,116.385595,39.867953,cluster13
2800,2800,116.41265,39.9041,cluster17
2802,2802,116.31354,39.89505,cluster2
2804,2804,116.37085,39.9564,cluster16
2810,2810,116.34302,39.91252,cluster12
2812,2812,116.351883,39.908833,cluster12
2813,2813,116.4727,39.9989,cluster21
2814,2814,116.352633,39.88635,cluster23
2815,2815,116.30455,39.88979,cluster2
2819,2819,116.451577,40.00214,cluster21
2821,2821,116.395783,39.9713,cluster10
2832,2832,116.4566,39.993966,cluster21
2833,2833,116.44103,39.96096,cluster4
2837,2837,116.288267,39.864408,cluster24
2842,2842,116.31353,39.89505,cluster2
2847,2847,116.46419,39.97656,cluster6
2850,2850,116.6092,40.053,cluster34
2852,2852,116.465352,39.932503,cluster0
2854,2854,116.48335,39.986466,cluster28
2855,2855,116.37974,39.86407,cluster13
2857,2857,116.413745,39.900192,cluster17
2859,2859,116.45385,39.95506,cluster4
2860,2860,116.370768,39.8773,cluster20
2863,2863,116.448378,39.94705,cluster4
2864,2864,116.34696,39.88974,cluster23
2866,2866,116.35943,39.97314,cluster1
2867,2867,116.44973,39.905033,cluster8
2869,2869,116.426888,39.931213,cluster4
2871,2871,116.3545,39.922316,cluster12
2872,2872,116.45152,40.0001,cluster21
2875,2875,116.412042,39.96377,cluster10
2878,2878,116.288243,39.864125,cluster24
2887,2887,116.337189,39.991509,cluster29
2890,2890,116.409565,39.895772,cluster17
2892,2892,116.36333,39.98267,cluster1
2894,2894,116.363533,39.975918,cluster1
2895,2895,116.426332,39.958012,cluster4
2901,2901,116.428816,39.9324,cluster4
2902,2902,116.418615,39.899133,cluster17
2903,2903,116.46149,40.00085,cluster21
2904,2904,116.425751,39.95755,cluster4
2906,2906,116.43297,39.94598,cluster4
2908,2908,116.436188,39.948868,cluster4
2909,2909,116.396997,39.975508,cluster10
2912,2912,116.426683,39.940783,cluster4
2914,2914,116.372608,39.966357,cluster5
2917,2917,116.30875,39.88518,cluster2
2918,2918,116.35339,39.91554,cluster12
2919,2919,116.33324,39.89105,cluster27
2920,2920,116.44427,39.96925,cluster4
2921,2921,116.41444,39.98769,cluster3
2922,2922,116.46612,39.90719,cluster14
2923,2923,116.315182,39.894907,cluster2
2924,2924,116.47447,39.93003,cluster0
2925,2925,116.343797,39.943788,cluster15
2926,2926,116.35132,39.9188,cluster12
2927,2927,116.30438,39.88353,cluster2
2932,2932,116.43325,39.95476,cluster4
2938,2938,116.4242,39.992728,cluster3
2939,2939,116.44364,39.95495,cluster4
2940,2940,116.38895,39.8711,cluster13
2943,2943,116.234055,39.902578,cluster30
2945,2945,116.44969,39.99345,cluster21
2946,2946,116.383,39.86935,cluster13
2947,2947,116.3818,39.96724,cluster5
2951,2951,116.364683,39.95925,cluster16
2952,2952,116.45015,39.95025,cluster4
2953,2953,116.3286,39.8898,cluster27
2956,2956,116.35265,39.88673,cluster23
2958,2958,116.36255,39.985766,cluster1
2960,2960,116.45114,39.98882,cluster21
2962,2962,116.445166,39.958733,cluster4
2963,2963,116.47575,39.9269,cluster0
2968,2968,116.46452,39.97628,cluster6
2970,2970,116.39267,39.96734,cluster10
2974,2974,116.286919,39.865074,cluster24
2976,2976,116.426716,39.982116,cluster3
2984,2984,116.38127,39.86379,cluster13
2988,2988,116.347183,39.918083,cluster12
2990,2990,116.37349,39.94349,cluster16
2993,2993,116.34773,39.8746,cluster9
2998,2998,116.375212,39.947427,cluster16
3005,3005,116.392677,39.950153,cluster16
3008,3008,116.317766,39.895616,cluster2
3010,3010,116.371433,39.95075,cluster16
3014,3014,116.30445,39.89833,cluster2
3015,3015,116.306374,39.898117,cluster2
3025,3025,116.433823,39.953644,cluster4
3027,3027,116.43125,39.90259,cluster17
3028,3028,116.467366,39.989066,cluster33
3032,3032,116.41697,39.89597,cluster17
3033,3033,116.381815,39.888242,cluster11
3035,3035,116.34702,39.88708,cluster23
3037,3037,116.4379,39.94985,cluster4
3045,3045,116.428133,39.987566,cluster3
3047,3047,116.42753,39.97038,cluster10
3048,3048,116.44339,39.95973,cluster4
3050,3050,116.31553,39.89137,cluster2
3057,3057,116.423576,39.958225,cluster4
3062,3062,116.45973,39.9068,cluster8
3064,3064,116.44042,39.9487,cluster4
3068,3068,116.3371,39.97545,cluster18
3075,3075,116.31367,39.89506,cluster2
3076,3076,116.376542,39.864078,cluster13
3086,3086,116.37697,39.88197,cluster11
3087,3087,116.459983,39.979955,cluster6
3090,3090,116.31515,39.8991,cluster2
3091,3091,116.3435,39.935616,cluster15
3093,3093,116.610583,40.05315,cluster34
3095,3095,116.38177,39.86531,cluster13
3098,3098,116.33252,39.969891,cluster18
3101,3101,116.44543,39.96094,cluster4
3105,3105,116.357558,39.94104,cluster35
3114,3114,116.389511,39.869968,cluster13
3119,3119,116.364408,39.951432,cluster16
3120,3120,116.37423,39.95006,cluster16
3121,3121,116.45525,39.92666,cluster0
3124,3124,116.608925,40.053017,cluster34
3128,3128,116.3741,39.950016,cluster16
3131,3131,116.340555,39.876057,cluster9
3136,3136,116.339233,39.9751,cluster1
3139,3139,116.342949,39.874653,cluster9
3141,3141,116.352673,39.886153,cluster23
3142,3142,116.475697,39.929792,cluster0
3144,3144,116.42602,39.98211,cluster3
3148,3148,116.34096,39.91276,cluster12
3155,3155,116.37393,39.86407,cluster13
3159,3159,116.512216,39.9171,cluster22
3160,3160,116.335895,39.976252,cluster18
3169,3169,116.46302,40.007668,cluster26
3171,3171,116.465068,39.91022,cluster14
3173,3173,116.422695,39.892112,cluster17
3174,3174,116.344672,39.871567,cluster9
3176,3176,116.45854,39.98754,cluster21
3178,3178,116.357376,39.912613,cluster12
3185,3185,116.43384,39.94313,cluster4
3186,3186,116.46302,40.00753,cluster26
3190,3190,116.35,39.9193,cluster12
3191,3191,116.45975,39.9068,cluster8
3192,3192,116.464266,39.9289,cluster0
3196,3196,116.229965,39.901985,cluster30
3200,3200,116.42658,39.90371,cluster17
3201,3201,116.357391,39.876747,cluster20
3206,3206,116.43076,39.98225,cluster3
3209,3209,116.41806,39.914278,cluster7
3215,3215,116.308479,39.881313,cluster2
3216,3216,116.43222,39.94087,cluster4
3219,3219,116.405983,39.9678,cluster10
3220,3220,116.34821,39.97355,cluster1
3227,3227,116.346933,39.876316,cluster9
3229,3229,116.364754,39.957192,cluster16
3232,3232,116.508315,39.921855,cluster22
3239,3239,116.443665,39.954205,cluster4
3240,3240,116.40846,39.90776,cluster7
3246,3246,116.289118,39.865187,cluster24
3249,3249,116.4418,39.9443,cluster4
3250,3250,116.36376,39.87702,cluster20
3260,3260,116.346472,39.90947,cluster12
3266,3266,116.316098,39.895113,cluster2
3267,3267,116.36658,39.93837,cluster35
3269,3269,116.440608,39.967613,cluster4
3270,3270,116.31861,39.89578,cluster2
3271,3271,116.46946,39.988,cluster33
3278,3278,116.439383,39.95476,cluster4
3279,3279,116.381762,39.871493,cluster13
3282,3282,116.380493,39.856289,cluster13
3286,3286,116.511366,39.92235,cluster22
3295,3295,116.4222,39.96771,cluster10
3297,3297,116.42707,39.938327,cluster4
3298,3298,116.4073,39.967883,cluster10
3306,3306,116.43052,39.98211,cluster3
3308,3308,116.45874,39.945934,cluster4
3310,3310,116.310663,39.885138,cluster2
3314,3314,116.46074,39.93066,cluster0
3315,3315,116.32183,39.89552,cluster2
3317,3317,116.433916,39.9492,cluster4
3320,3320,116.364761,39.951397,cluster16
3325,3325,116.44527,39.9658,cluster4
3328,3328,116.46035,39.92196,cluster0
3333,3333,116.461798,39.978167,cluster6
3335,3335,116.343213,39.910962,cluster12
3336,3336,116.42902,39.892455,cluster17
3337,3337,116.35962,39.9662,cluster5
3343,3343,116.42219,39.94139,cluster4
3348,3348,116.372795,39.965675,cluster5
3357,3357,116.45143,39.96524,cluster4
3360,3360,116.389192,39.879508,cluster11
3364,3364,116.344544,39.871883,cluster9
3365,3365,116.352669,39.884377,cluster23
3369,3369,116.3971,39.96765,cluster10
3370,3370,116.28588,39.86493,cluster24
3374,3374,116.347816,39.87235,cluster9
3381,3381,116.41872,39.9035,cluster17
3385,3385,116.31409,39.89502,cluster2
3386,3386,116.37429,39.96966,cluster5
3387,3387,116.343422,39.975105,cluster1
3388,3388,116.37339,39.95678,cluster16
3391,3391,116.44503,39.948444,cluster4
3394,3394,116.449616,39.9584,cluster4
3400,3400,116.364183,39.96581,cluster5
3401,3401,116.390984,39.970779,cluster10
3403,3403,116.44493,39.96554,cluster4
3406,3406,116.43205,39.93247,cluster4
3412,3412,116.41851,39.97029,cluster10
3414,3414,116.440353,39.955761,cluster4
